// For 1.0714285714285714,1.0,0.9857142857142858
0,0,0,                                                              3.141324163857197,3.141324163857197,3.141324163857197
0,0,3.141592653589793,                                              3.1638093413024007,3.1710136990302544,3.1116765897027876
0,3.141592653589793,0,                                              3.1878647124230395,3.0710177958371405,3.2006166200818864
0,3.141592653589793,3.141592653589793,                              3.2016585308573484,3.0705012324614698,3.2516231908151587
3.141592653589793,0,0,                                              3.1112451877613734,3.1707031003701602,3.163383531966194
3.141592653589793,0,3.141592653589793,                              3.0475393814159775,3.1354607764790914,3.1149696131946794
3.141592653589793,3.141592653589793,0,                              3.251853397964443,3.0708540664393693,3.2019244562122413
3.141592653589793,3.141592653589793,3.141592653589793,              3.2332172869109788,3.2332172869109788,3.2332172869109788
// Seems nothing happens and everything goes to all in phase with each other?

// This is for the other one, fsm_first_test.csv
// 0.9444444444444444,1.0,1.2
0,0,0,                                                              3.1657463428990456,3.3220951025759327,2.904917947800854
0,0,3.141592653589793,                                              2.7073917306746376,3.4852608498006226,3.0802203248013624
0,3.141592653589793,0,                                              2.8703213629837223,2.8703213855393725,2.8703213629837223
0,3.141592653589793,3.141592653589793,                              3.2279661306725096,2.9779699712821945,3.4058281142249536
3.141592653589793,0,0,                                              3.080261268163659,3.4851897608229345,2.7074255217244647
3.141592653589793,0,3.141592653589793,                              2.9113233196066837,2.911323337699533,2.9113233196066837
3.141592653589793,3.141592653589793,0,                              3.4060783391322893,2.9783067549162374,3.2282744448661127
3.141592653589793,3.141592653589793,3.141592653589793,              3.1023904357466647,3.310100643667058,3.4900400123215585



